transactio_id,player_id,transaction_time,transaction_type,transaction_amount,payment_method,amount
742,547,2025-02-09 16:51:45,"""deposit""",80.79,paypal,
743,425,2024-09-05 00:51:42,"""deposit""",940.94,paypal,
744,284,2024-07-15 03:12:09,"""bonus""",540.16,crypto,
745,129,2024-11-20 16:08:17,"""deposit""",907.03,paypal,
746,113,2024-05-31 16:02:16,"""deposit""",697.99,crypto,
747,156,2024-10-15 06:20:58,"""deposit""",634.38,bank_transfer,
748,38,2025-02-01 09:36:21,"""bonus""",341.54,credit_card,
749,577,2025-01-27 21:11:01,"""deposit""",543.96,crypto,
750,107,2024-08-12 18:23:15,"""withdrawal""",995.25,crypto,
751,583,2025-01-08 11:54:04,"""deposit""",151.9,bank_transfer,
752,705,2024-10-11 23:12:45,"""bonus""",742.89,credit_card,
753,629,2024-08-23 01:55:07,"""bonus""",432.88,paypal,
754,360,2024-07-20 00:39:38,"""withdrawal""",385.22,crypto,
755,576,2025-04-01 11:00:35,"""deposit""",65.55,paypal,
756,150,2024-09-22 11:11:28,"""deposit""",403.63,bank_transfer,
757,204,2024-10-10 21:35:31,"""withdrawal""",824.97,paypal,
758,436,2024-12-12 05:07:32,"""deposit""",433.18,crypto,
759,394,2025-01-18 00:37:22,"""bonus""",266.71,credit_card,
760,228,2025-01-13 05:50:02,"""withdrawal""",614.6,crypto,
761,995,2025-04-05 00:25:43,"""refund""",175.74,credit_card,
762,15,2024-11-06 18:59:03,"""deposit""",288.21,bank_transfer,
763,200,2024-09-23 19:43:04,"""withdrawal""",790.72,paypal,
764,926,2025-03-07 15:36:25,"""withdrawal""",918.82,bank_transfer,
765,247,2025-02-12 00:25:33,"""deposit""",498.81,credit_card,
766,562,2024-12-02 01:59:56,"""deposit""",253.2,paypal,
767,556,2024-12-06 03:58:41,"""withdrawal""",669.73,crypto,
768,391,2025-01-19 02:44:57,"""bonus""",356.61,credit_card,
769,607,2025-01-09 14:25:36,"""deposit""",439.25,credit_card,
770,174,2024-09-15 12:58:46,"""deposit""",4.04,bank_transfer,
771,387,2024-08-23 11:36:16,"""bonus""",263.38,paypal,
772,702,2024-08-09 17:21:07,"""bonus""",816.17,credit_card,
773,360,2024-06-27 01:10:13,"""withdrawal""",821.93,credit_card,
774,797,2024-07-13 14:57:16,"""deposit""",31.19,paypal,
775,518,2024-06-09 18:16:47,"""deposit""",341.87,bank_transfer,
776,875,2024-09-21 16:17:25,"""withdrawal""",353.65,credit_card,
777,556,2024-07-17 00:20:23,"""withdrawal""",86.02,credit_card,
778,885,2025-01-19 18:31:54,"""withdrawal""",289.57,paypal,
779,206,2025-01-23 18:05:23,"""deposit""",797.08,crypto,
780,778,2024-09-30 00:28:27,"""deposit""",622.09,crypto,
781,171,2025-02-16 19:56:05,"""bonus""",55.2,paypal,
782,931,2024-10-07 02:17:18,"""deposit""",773.6,bank_transfer,
783,991,2024-09-28 01:58:21,"""deposit""",308.06,crypto,
784,610,2024-11-21 14:47:04,"""refund""",685.65,paypal,
785,551,2024-07-22 15:04:27,"""withdrawal""",616.07,bank_transfer,
786,170,2024-10-20 17:33:15,"""withdrawal""",629.89,credit_card,
787,63,2025-02-05 02:15:06,"""withdrawal""",859.64,credit_card,
788,989,2024-10-03 02:14:47,"""deposit""",600.98,paypal,
789,83,2024-11-30 09:13:27,"""withdrawal""",6.09,crypto,
790,290,2024-06-16 19:46:53,"""bonus""",185.05,bank_transfer,
791,698,2025-03-14 07:47:06,"""withdrawal""",494.64,crypto,
792,109,2024-04-23 17:23:27,"""deposit""",419.38,credit_card,
793,591,2025-03-25 17:15:53,"""deposit""",473.95,credit_card,
794,370,2024-06-11 22:16:43,"""withdrawal""",595.21,paypal,
795,28,2024-06-18 01:17:52,"""withdrawal""",240.42,bank_transfer,
796,969,2024-10-04 09:45:31,"""deposit""",278.81,bank_transfer,
797,719,2024-11-13 07:11:28,"""deposit""",184.22,paypal,
798,713,2024-05-29 02:46:03,"""deposit""",222.28,paypal,
799,109,2024-11-30 17:58:19,"""bonus""",716.01,crypto,
800,973,2024-07-15 06:43:19,"""deposit""",928.07,paypal,
801,476,2024-09-06 14:44:33,"""deposit""",684.9,paypal,
802,977,2024-12-13 06:34:30,"""deposit""",534.11,paypal,
803,309,2025-03-17 11:26:07,"""deposit""",477.06,crypto,
804,918,2024-05-10 18:48:47,"""refund""",276.96,credit_card,
805,424,2024-12-02 02:21:09,"""deposit""",347.5,paypal,
806,170,2024-06-07 20:56:30,"""withdrawal""",201.16,crypto,
807,438,2024-11-02 14:12:58,"""deposit""",817.27,crypto,
808,614,2024-10-27 00:19:00,"""withdrawal""",534.63,bank_transfer,
809,671,2024-04-27 14:29:42,"""deposit""",98.86,bank_transfer,
810,306,2025-02-12 19:38:42,"""deposit""",23.1,bank_transfer,
811,692,2024-08-24 22:03:53,"""bonus""",566.24,paypal,
812,430,2024-09-19 17:12:18,"""deposit""",868.08,bank_transfer,
813,16,2024-09-08 10:56:21,"""deposit""",517.9,credit_card,
814,987,2025-01-07 18:59:50,"""bonus""",927.45,crypto,
815,840,2024-10-14 23:27:37,"""deposit""",965.02,bank_transfer,
816,334,2024-06-06 01:12:18,"""deposit""",475.32,bank_transfer,
817,617,2024-06-08 11:40:16,"""bonus""",516.42,credit_card,
818,167,2024-10-01 04:01:24,"""withdrawal""",734.26,crypto,
819,411,2024-08-01 22:31:15,"""withdrawal""",9.34,paypal,
820,466,2024-08-03 09:01:36,"""withdrawal""",545.38,paypal,
821,305,2024-06-01 05:28:12,"""deposit""",845.46,bank_transfer,
822,226,2024-11-14 10:51:10,"""deposit""",642.18,credit_card,
823,627,2024-09-04 18:02:40,"""deposit""",554.2,crypto,
824,881,2024-07-26 09:15:33,"""bonus""",299.43,crypto,
825,676,2024-05-27 05:48:44,"""deposit""",847.97,crypto,
826,622,2024-06-07 02:33:05,"""deposit""",171.67,bank_transfer,
827,397,2024-10-13 14:47:47,"""deposit""",271.7,crypto,
828,218,2024-09-27 14:16:25,"""deposit""",723.37,bank_transfer,
829,723,2024-04-29 02:27:29,"""bonus""",344.9,crypto,
830,563,2024-08-23 22:03:31,"""bonus""",726.6,bank_transfer,
831,856,2025-03-20 22:22:29,"""deposit""",608.81,crypto,
832,970,2025-01-22 23:58:07,"""withdrawal""",665.99,credit_card,
833,167,2024-08-22 15:53:41,"""bonus""",642.11,credit_card,
834,936,2024-09-12 21:18:27,"""deposit""",751.97,paypal,
835,18,2024-05-28 23:25:56,"""refund""",961.17,crypto,
836,878,2025-01-02 17:04:34,"""withdrawal""",245.86,crypto,
837,146,2024-12-09 22:18:26,"""deposit""",747.19,paypal,
838,874,2024-05-07 08:30:48,"""deposit""",535.52,paypal,
839,269,2024-05-08 23:04:07,"""withdrawal""",158.26,paypal,
840,120,2024-04-18 19:33:07,"""deposit""",267.88,paypal,
841,396,2025-03-04 17:47:10,"""deposit""",517.97,bank_transfer,
842,582,2024-09-12 05:26:45,"""deposit""",775.73,crypto,
843,108,2024-12-20 10:07:51,"""deposit""",297.16,crypto,
844,777,2024-06-05 04:13:07,"""refund""",90.42,credit_card,
845,378,2024-07-27 23:19:15,"""deposit""",916.25,bank_transfer,
846,610,2025-03-20 18:15:37,"""bonus""",843.19,crypto,
847,144,2025-01-31 07:28:03,"""bonus""",545.73,paypal,
848,163,2024-05-12 11:48:17,"""deposit""",298.42,bank_transfer,
849,175,2024-06-29 15:51:22,"""deposit""",493.07,crypto,
850,487,2025-02-19 07:33:55,"""deposit""",526.57,paypal,
851,216,2024-12-31 11:14:16,"""deposit""",874.63,paypal,
852,761,2025-02-12 16:37:59,"""withdrawal""",73.22,bank_transfer,
853,900,2024-08-20 10:27:49,"""deposit""",706.58,credit_card,
854,228,2025-03-11 14:46:00,"""deposit""",547.58,paypal,
855,77,2024-09-02 22:04:34,"""deposit""",936.12,bank_transfer,
856,322,2025-03-15 23:27:14,"""deposit""",810.04,credit_card,
857,73,2024-10-09 18:32:25,"""deposit""",507.78,paypal,
858,817,2025-03-21 02:07:29,"""withdrawal""",528.58,crypto,
859,372,2024-08-29 19:31:47,"""deposit""",739.28,crypto,
860,294,2024-12-23 02:29:07,"""deposit""",867.76,paypal,
861,916,2024-08-04 11:26:39,"""deposit""",481.07,paypal,
862,769,2024-05-19 17:55:44,"""deposit""",260.04,paypal,
863,694,2024-08-10 23:31:57,"""deposit""",674.4,crypto,
864,766,2024-12-02 11:41:42,"""deposit""",394.5,paypal,
865,656,2024-04-23 01:58:28,"""deposit""",833.93,bank_transfer,
866,242,2024-11-28 05:52:42,"""deposit""",860.6,crypto,
867,587,2025-03-05 01:45:54,"""deposit""",732.85,bank_transfer,
868,331,2024-10-14 20:30:10,"""refund""",882.83,paypal,
869,580,2025-01-28 21:37:42,"""bonus""",795.27,paypal,
870,313,2024-10-28 20:33:04,"""bonus""",107.02,credit_card,
871,255,2024-09-14 02:01:52,"""withdrawal""",267.36,paypal,
872,784,2024-06-06 19:18:26,"""bonus""",901.68,credit_card,
873,633,2024-09-01 08:56:45,"""bonus""",247.86,paypal,
874,537,2024-10-16 12:27:45,"""refund""",725.83,crypto,
875,207,2024-10-09 09:01:27,"""withdrawal""",385.92,bank_transfer,
876,149,2024-07-22 14:13:57,"""deposit""",184.47,paypal,
877,305,2024-06-25 05:57:02,"""deposit""",748.31,credit_card,
878,928,2024-09-24 01:44:50,"""bonus""",799.88,credit_card,
879,193,2024-08-16 11:56:54,"""withdrawal""",907.74,bank_transfer,
880,277,2024-06-25 23:23:08,"""deposit""",76.59,crypto,
881,112,2024-08-19 16:51:09,"""deposit""",952.65,bank_transfer,
882,679,2024-12-07 05:43:27,"""withdrawal""",382.34,paypal,
883,914,2025-04-02 17:34:33,"""bonus""",561.89,paypal,
884,372,2024-12-27 04:19:44,"""withdrawal""",800.18,credit_card,
885,817,2024-08-17 16:24:57,"""withdrawal""",993.91,bank_transfer,
886,991,2025-01-22 20:08:30,"""bonus""",640.94,paypal,
887,475,2025-03-09 03:26:15,"""deposit""",864.13,crypto,
888,824,2024-06-26 12:02:58,"""deposit""",684.0,crypto,
889,8,2024-07-22 19:43:16,"""withdrawal""",249.01,credit_card,
890,711,2025-03-14 03:56:35,"""withdrawal""",142.98,bank_transfer,
891,452,2025-01-22 06:52:14,"""withdrawal""",123.02,bank_transfer,
892,673,2025-02-19 21:53:55,"""bonus""",558.08,crypto,
893,487,2024-06-24 13:17:34,"""deposit""",698.63,bank_transfer,
894,77,2024-12-18 20:35:09,"""deposit""",590.23,crypto,
895,642,2025-02-17 02:47:34,"""deposit""",485.81,credit_card,
896,316,2024-08-12 05:17:36,"""deposit""",722.39,credit_card,
897,141,2024-07-03 11:19:33,"""bonus""",121.81,credit_card,
898,391,2024-11-02 03:41:48,"""deposit""",60.88,paypal,
899,797,2024-06-25 11:50:02,"""bonus""",585.67,crypto,
900,78,2024-11-15 07:12:51,"""refund""",421.24,bank_transfer,
901,902,2024-11-12 20:30:23,"""withdrawal""",949.86,bank_transfer,
902,321,2024-10-08 06:07:52,"""deposit""",480.71,crypto,
903,958,2024-10-10 06:14:56,"""refund""",739.07,bank_transfer,
904,412,2024-08-07 01:12:22,"""deposit""",159.61,bank_transfer,
905,837,2024-11-06 14:29:54,"""deposit""",135.61,crypto,
906,209,2025-03-14 06:02:11,"""deposit""",451.41,bank_transfer,
907,526,2024-07-09 12:35:02,"""refund""",739.4,bank_transfer,
908,223,2024-10-04 05:36:30,"""withdrawal""",123.25,crypto,
909,563,2024-10-01 01:46:19,"""bonus""",136.12,credit_card,
910,746,2024-09-30 20:00:53,"""bonus""",848.25,crypto,
911,848,2024-06-08 02:36:34,"""deposit""",607.74,crypto,
912,322,2025-03-05 21:02:35,"""deposit""",531.24,credit_card,
913,698,2024-08-19 06:25:21,"""withdrawal""",159.29,crypto,
914,701,2024-07-23 18:35:12,"""deposit""",188.22,crypto,
915,910,2024-10-03 23:43:23,"""refund""",105.18,bank_transfer,
916,904,2025-03-17 01:11:05,"""deposit""",917.4,paypal,
917,283,2024-09-16 17:58:28,"""refund""",123.52,paypal,
918,219,2024-09-05 23:11:12,"""refund""",155.04,credit_card,
919,174,2025-01-12 19:34:29,"""bonus""",307.09,paypal,
920,904,2024-04-18 20:28:27,"""withdrawal""",853.12,bank_transfer,
921,103,2025-01-04 08:31:55,"""deposit""",283.72,paypal,
922,173,2025-01-02 16:55:07,"""deposit""",129.01,paypal,
923,632,2024-10-27 04:30:17,"""deposit""",630.4,crypto,
924,396,2024-08-07 01:34:26,"""deposit""",904.08,paypal,
925,775,2024-11-20 02:24:03,"""deposit""",595.21,bank_transfer,
926,929,2024-07-12 18:37:54,"""withdrawal""",822.27,bank_transfer,
927,3,2024-08-29 12:43:02,"""withdrawal""",274.52,credit_card,
928,178,2024-08-15 01:41:32,"""bonus""",546.32,crypto,
929,494,2024-09-16 20:43:34,"""deposit""",131.15,credit_card,
930,221,2024-08-19 21:22:45,"""deposit""",497.06,credit_card,
931,560,2025-02-09 13:03:23,"""deposit""",159.3,credit_card,
932,189,2025-01-17 01:56:46,"""deposit""",920.78,crypto,
933,120,2024-06-30 12:53:20,"""deposit""",223.19,credit_card,
934,14,2024-09-20 18:04:24,"""deposit""",741.48,bank_transfer,
935,489,2024-09-29 21:07:48,"""refund""",783.48,bank_transfer,
936,914,2024-09-07 18:36:20,"""withdrawal""",481.87,paypal,
937,673,2025-04-06 17:04:24,"""deposit""",98.13,credit_card,
938,712,2024-12-08 08:08:52,"""deposit""",100.55,paypal,
939,813,2024-05-03 20:25:56,"""deposit""",351.43,crypto,
940,832,2025-03-04 08:40:09,"""deposit""",264.61,bank_transfer,
941,869,2024-11-24 05:58:53,"""bonus""",740.7,bank_transfer,
942,355,2024-07-09 15:04:50,"""bonus""",243.69,bank_transfer,
943,55,2024-10-11 22:06:56,"""deposit""",551.91,credit_card,
944,297,2024-10-04 12:10:17,"""refund""",692.56,paypal,
945,620,2024-11-30 20:49:02,"""deposit""",210.63,credit_card,
946,244,2024-07-14 17:28:43,"""bonus""",724.7,bank_transfer,
947,884,2024-05-19 13:19:12,"""deposit""",361.52,credit_card,
948,229,2024-07-15 05:28:49,"""deposit""",230.52,crypto,
949,268,2024-06-08 20:59:40,"""deposit""",779.57,credit_card,
950,477,2025-03-01 21:39:33,"""deposit""",713.21,bank_transfer,
951,604,2024-10-03 12:27:25,"""deposit""",766.49,bank_transfer,
952,616,2024-11-13 21:40:34,"""withdrawal""",609.84,paypal,
953,154,2024-04-29 02:42:08,"""bonus""",479.28,credit_card,
954,1000,2024-10-03 19:02:11,"""bonus""",893.47,paypal,
955,48,2025-03-10 11:10:17,"""withdrawal""",35.67,paypal,
956,15,2024-09-14 08:25:36,"""bonus""",502.71,paypal,
957,590,2024-10-02 14:39:42,"""withdrawal""",116.36,paypal,
958,670,2024-12-18 05:10:29,"""refund""",344.51,bank_transfer,
959,465,2024-06-04 03:04:28,"""withdrawal""",366.58,credit_card,
960,908,2025-01-20 23:39:17,"""bonus""",847.38,crypto,
961,128,2024-10-02 07:36:44,"""withdrawal""",544.44,paypal,
962,718,2024-05-29 22:31:36,"""deposit""",837.22,credit_card,
963,22,2024-12-01 04:44:32,"""refund""",586.71,credit_card,
964,853,2024-05-18 16:12:14,"""withdrawal""",652.0,credit_card,
965,158,2024-08-18 01:20:55,"""deposit""",2.27,credit_card,
966,867,2024-09-24 19:03:16,"""deposit""",914.15,crypto,
967,353,2024-12-21 17:36:42,"""deposit""",103.94,bank_transfer,
968,568,2024-10-20 08:20:48,"""bonus""",681.93,paypal,
969,624,2024-04-18 13:38:22,"""deposit""",405.57,credit_card,
970,898,2024-08-10 18:32:45,"""withdrawal""",803.29,bank_transfer,
971,174,2024-05-11 11:30:55,"""withdrawal""",826.22,credit_card,
972,445,2024-10-22 13:25:20,"""withdrawal""",503.02,bank_transfer,
973,2,2024-11-26 10:21:40,"""bonus""",228.48,paypal,
974,341,2025-03-03 07:34:16,"""withdrawal""",642.6,crypto,
975,441,2024-12-24 21:33:44,"""bonus""",866.62,bank_transfer,
976,766,2024-11-03 01:15:03,"""refund""",248.06,credit_card,
977,545,2024-08-23 21:57:27,"""withdrawal""",470.33,credit_card,
978,921,2024-11-25 03:08:38,"""deposit""",880.14,credit_card,
979,396,2024-07-05 21:32:12,"""bonus""",672.44,bank_transfer,
980,82,2024-08-01 06:44:19,"""deposit""",80.48,bank_transfer,
981,837,2024-12-05 21:36:30,"""deposit""",696.52,credit_card,
982,23,2024-06-29 22:38:30,"""deposit""",972.55,credit_card,
983,770,2024-12-06 10:45:55,"""deposit""",493.28,paypal,
984,687,2024-11-14 12:19:16,"""deposit""",87.17,paypal,
985,88,2024-06-26 11:22:38,"""bonus""",247.64,credit_card,
986,414,2025-03-10 00:49:03,"""refund""",972.73,bank_transfer,
987,290,2024-10-15 22:57:41,"""deposit""",979.83,paypal,
988,713,2025-01-17 09:22:23,"""deposit""",657.16,crypto,
989,41,2024-05-10 00:21:37,"""refund""",137.41,credit_card,
990,583,2024-12-25 07:22:07,"""withdrawal""",578.03,paypal,
991,320,2024-08-20 17:42:08,"""bonus""",932.11,crypto,
992,493,2024-09-03 23:16:56,"""deposit""",542.91,paypal,
993,875,2024-10-19 06:26:27,"""deposit""",510.25,paypal,
994,793,2024-10-18 05:21:42,"""deposit""",316.18,bank_transfer,
995,195,2024-04-09 13:04:27,"""bonus""",628.2,credit_card,
996,67,2024-07-11 14:14:52,"""deposit""",634.23,bank_transfer,
997,726,2025-03-20 21:09:01,"""deposit""",795.61,credit_card,
998,209,2024-09-04 17:32:55,"""deposit""",805.48,credit_card,
999,72,2024-10-03 02:06:23,"""refund""",279.0,credit_card,
1000,402,2024-10-06 05:37:30,"""deposit""",16.61,paypal,
1001,551,2025-03-19 02:03:19,"""deposit""",631.78,crypto,
1002,878,2024-09-07 01:02:38,"""deposit""",711.08,bank_transfer,
1003,514,2025-04-02 07:21:58,"""deposit""",466.89,bank_transfer,
1004,78,2024-07-17 17:57:54,"""deposit""",832.9,bank_transfer,
1005,51,2024-07-14 03:39:18,"""deposit""",764.02,crypto,
1006,954,2025-03-23 14:05:18,"""refund""",320.13,crypto,
1007,608,2024-11-25 08:14:34,"""deposit""",179.74,bank_transfer,
1008,952,2024-04-20 23:37:33,"""refund""",563.98,credit_card,
1009,710,2024-12-22 05:14:58,"""refund""",548.18,crypto,
1010,121,2025-02-19 15:05:40,"""deposit""",189.74,paypal,
1011,131,2024-07-14 01:39:42,"""bonus""",900.67,paypal,
1012,181,2024-07-31 04:53:49,"""refund""",469.8,paypal,
1013,640,2024-11-06 23:17:42,"""withdrawal""",518.79,paypal,
1014,288,2024-10-30 23:33:34,"""bonus""",196.32,credit_card,
1015,130,2024-09-18 07:18:49,"""refund""",207.8,bank_transfer,
1016,407,2025-01-27 09:39:51,"""bonus""",885.65,bank_transfer,
1017,569,2024-12-21 01:31:07,"""deposit""",484.64,credit_card,
1018,36,2024-11-29 17:24:07,"""deposit""",897.74,crypto,
1019,101,2024-10-05 10:26:35,"""bonus""",701.76,credit_card,
1020,690,2025-01-09 01:59:43,"""withdrawal""",647.82,paypal,
1021,901,2025-03-20 05:33:44,"""withdrawal""",211.5,bank_transfer,
1022,239,2024-10-04 09:13:21,"""refund""",560.24,bank_transfer,
1023,224,2025-02-28 00:53:20,"""deposit""",398.92,crypto,
1024,6,2024-06-02 18:24:06,"""bonus""",163.87,credit_card,
1025,166,2025-02-03 12:52:12,"""refund""",403.0,paypal,
1026,646,2025-04-01 16:04:32,"""deposit""",460.69,bank_transfer,
1027,91,2024-11-27 00:53:18,"""deposit""",749.81,paypal,
1028,68,2025-03-05 19:44:39,"""deposit""",323.77,paypal,
1029,361,2024-12-01 11:39:32,"""deposit""",974.55,bank_transfer,
1030,290,2025-04-08 17:23:08,"""withdrawal""",217.04,bank_transfer,
1031,331,2024-09-11 05:06:18,"""deposit""",424.15,crypto,
1032,436,2024-11-01 11:17:27,"""deposit""",126.1,credit_card,
1033,143,2024-05-16 00:33:53,"""deposit""",234.6,crypto,
1034,292,2024-10-07 02:25:49,"""deposit""",524.62,credit_card,
1035,742,2024-07-09 09:17:51,"""deposit""",518.56,credit_card,
1036,25,2024-04-11 14:52:24,"""deposit""",484.57,paypal,
1037,633,2025-02-22 22:26:13,"""refund""",398.63,crypto,
1038,164,2025-04-08 12:00:51,"""deposit""",659.55,crypto,
1039,871,2025-03-10 06:14:18,"""deposit""",9.14,paypal,
1040,9,2024-04-19 07:49:49,"""bonus""",684.59,paypal,
1041,23,2024-09-15 09:47:36,"""deposit""",967.65,credit_card,
1042,15,2024-11-04 13:37:31,"""refund""",67.93,crypto,
1043,741,2024-06-23 11:20:35,"""bonus""",5.87,bank_transfer,
1044,663,2024-08-08 12:11:17,"""withdrawal""",539.16,bank_transfer,
1045,619,2025-02-07 21:39:33,"""bonus""",611.12,bank_transfer,
1046,18,2024-06-06 10:41:29,"""deposit""",845.53,crypto,
1047,285,2024-04-25 22:29:53,"""deposit""",424.37,paypal,
1048,444,2024-10-26 01:02:26,"""bonus""",985.4,paypal,
1049,880,2024-12-10 21:20:04,"""deposit""",568.52,paypal,
1050,502,2024-07-04 11:51:42,"""bonus""",226.83,paypal,
1051,646,2024-12-25 07:50:14,"""deposit""",652.49,crypto,
1052,293,2024-11-10 01:44:35,"""deposit""",876.93,bank_transfer,
1053,288,2024-11-26 09:38:51,"""deposit""",702.78,credit_card,
1054,988,2024-09-13 06:24:52,"""bonus""",788.2,bank_transfer,
1055,190,2024-08-25 11:41:00,"""withdrawal""",135.99,credit_card,
1056,618,2024-08-03 10:36:38,"""bonus""",485.23,bank_transfer,
1057,126,2025-03-29 09:40:09,"""withdrawal""",278.25,paypal,
1058,857,2024-07-14 13:50:52,"""deposit""",231.66,crypto,
1059,532,2024-08-03 23:55:38,"""deposit""",237.92,crypto,
1060,582,2024-06-23 19:12:32,"""deposit""",995.61,crypto,
1061,173,2024-07-13 00:12:51,"""deposit""",434.87,paypal,
1062,436,2024-10-25 18:42:12,"""withdrawal""",293.73,paypal,
1063,541,2025-01-02 03:01:01,"""deposit""",71.22,paypal,
1064,694,2024-10-03 20:09:07,"""withdrawal""",7.02,paypal,
1065,100,2024-08-09 13:26:25,"""deposit""",913.54,crypto,
1066,408,2024-12-30 12:32:44,"""deposit""",553.22,crypto,
1067,770,2024-07-25 03:39:12,"""withdrawal""",185.5,credit_card,
1068,863,2025-02-21 20:15:46,"""deposit""",293.08,bank_transfer,
1069,863,2025-03-28 16:55:01,"""deposit""",964.63,crypto,
1070,441,2024-11-14 00:29:51,"""deposit""",862.81,credit_card,
1071,9,2024-05-03 19:51:24,"""bonus""",840.86,crypto,
1072,981,2024-09-13 02:05:24,"""deposit""",885.34,crypto,
1073,75,2025-02-17 16:59:26,"""deposit""",363.1,paypal,
1074,607,2024-10-25 10:13:34,"""deposit""",141.99,bank_transfer,
1075,73,2024-05-19 06:18:57,"""deposit""",144.68,bank_transfer,
1076,69,2024-06-24 08:12:12,"""refund""",680.0,credit_card,
1077,841,2024-07-13 21:59:49,"""deposit""",351.62,crypto,
1078,491,2025-02-03 06:55:04,"""deposit""",81.95,crypto,
1079,1,2024-12-18 14:38:30,"""deposit""",16.59,credit_card,
1080,644,2025-02-18 22:42:04,"""refund""",695.67,bank_transfer,
1081,180,2024-12-26 14:22:27,"""deposit""",343.99,credit_card,
1082,568,2024-10-15 10:31:32,"""deposit""",37.09,bank_transfer,
1083,342,2025-03-11 03:33:09,"""refund""",576.8,crypto,
1084,972,2024-07-25 04:58:31,"""deposit""",500.26,credit_card,
1085,924,2024-10-22 05:43:44,"""withdrawal""",646.83,credit_card,
1086,641,2025-02-14 05:38:14,"""deposit""",381.27,bank_transfer,
1087,806,2025-01-27 23:11:07,"""refund""",463.81,crypto,
1088,167,2024-08-24 07:29:47,"""deposit""",656.63,bank_transfer,
1089,319,2024-04-20 02:06:28,"""bonus""",749.11,bank_transfer,
1090,420,2024-10-03 02:15:00,"""withdrawal""",987.31,paypal,
1091,712,2025-03-27 00:56:39,"""deposit""",694.58,crypto,
1092,959,2024-05-25 14:58:48,"""bonus""",604.22,paypal,
1093,142,2024-07-24 09:30:32,"""deposit""",658.38,paypal,
1094,787,2025-01-24 02:31:52,"""refund""",53.54,credit_card,
1095,331,2025-04-02 20:45:15,"""withdrawal""",421.62,crypto,
1096,724,2024-12-14 00:25:34,"""deposit""",238.64,paypal,
1097,962,2025-01-28 06:50:04,"""deposit""",363.54,crypto,
1098,30,2024-06-26 08:33:39,"""deposit""",507.33,crypto,
1099,123,2025-01-29 00:03:22,"""deposit""",736.66,paypal,
1100,998,2024-10-30 03:47:24,"""deposit""",859.01,bank_transfer,
1101,420,2024-12-15 15:03:29,"""deposit""",765.17,paypal,
1102,492,2024-07-21 04:22:30,"""withdrawal""",24.57,credit_card,
1103,927,2024-11-11 18:59:07,"""deposit""",237.72,paypal,
1104,930,2024-06-28 00:04:11,"""deposit""",398.99,credit_card,
1105,930,2024-07-11 16:06:04,"""refund""",989.64,bank_transfer,
1106,342,2024-06-22 19:05:54,"""bonus""",578.98,crypto,
1107,227,2025-03-25 10:17:00,"""deposit""",270.26,crypto,
1108,788,2024-06-16 03:04:28,"""deposit""",380.6,credit_card,
1109,416,2025-03-20 04:13:45,"""withdrawal""",961.25,paypal,
1110,26,2025-02-05 19:11:40,"""deposit""",605.37,crypto,
1111,913,2024-10-23 07:06:38,"""deposit""",93.58,credit_card,
1112,170,2024-08-25 08:32:56,"""withdrawal""",445.49,paypal,
1113,726,2024-07-13 01:51:35,"""refund""",516.02,credit_card,
1114,826,2024-05-17 14:16:59,"""deposit""",4.79,paypal,
1115,775,2025-01-23 08:26:36,"""refund""",532.11,paypal,
1116,470,2024-05-04 21:34:41,"""deposit""",535.64,credit_card,
1117,479,2024-04-22 01:23:17,"""withdrawal""",898.31,crypto,
1118,748,2024-12-20 05:10:42,"""deposit""",26.06,credit_card,
1119,750,2024-12-20 15:40:37,"""bonus""",395.94,credit_card,
1120,766,2024-10-20 16:57:48,"""refund""",164.02,crypto,
1121,925,2024-07-27 21:57:46,"""bonus""",870.6,credit_card,
1122,858,2024-05-29 20:57:33,"""bonus""",72.58,credit_card,
1123,925,2025-03-25 20:32:25,"""deposit""",408.39,credit_card,
1124,103,2024-07-07 02:31:14,"""deposit""",777.66,bank_transfer,
1125,346,2024-11-21 23:59:22,"""deposit""",780.95,credit_card,
1126,850,2024-06-28 06:10:19,"""refund""",52.68,bank_transfer,
1127,522,2025-04-06 11:04:59,"""deposit""",863.3,credit_card,
1128,236,2025-02-27 01:11:53,"""deposit""",78.25,crypto,
1129,130,2024-04-22 11:40:02,"""deposit""",594.05,paypal,
1130,879,2024-12-23 17:57:04,"""deposit""",324.81,crypto,
1131,948,2024-06-01 23:22:22,"""deposit""",300.92,bank_transfer,
1132,116,2024-06-16 22:45:10,"""withdrawal""",892.38,credit_card,
1133,716,2024-12-08 20:03:40,"""deposit""",336.17,credit_card,
1134,417,2024-10-10 18:06:53,"""deposit""",548.39,crypto,
1135,423,2025-02-20 15:45:37,"""withdrawal""",882.23,paypal,
1136,148,2024-05-13 14:30:59,"""deposit""",326.22,bank_transfer,
1137,662,2025-01-19 11:19:48,"""deposit""",53.37,credit_card,
1138,840,2024-04-25 03:10:50,"""deposit""",296.88,credit_card,
1139,864,2024-07-18 10:20:55,"""deposit""",761.25,bank_transfer,
1140,227,2024-08-02 13:28:58,"""deposit""",545.17,crypto,
1141,880,2024-07-02 09:24:25,"""bonus""",437.88,crypto,
1142,447,2025-03-16 10:06:49,"""deposit""",395.08,paypal,
1143,254,2025-03-25 14:29:01,"""withdrawal""",447.61,bank_transfer,
1144,200,2025-03-06 06:11:28,"""withdrawal""",393.16,credit_card,
