bet_id,player_id,bet_time,game_type,bet_amount,win_amount
1902,221,2025-01-28 05:55:50,Sports Betting,312.85,0.0
1903,283,2024-09-08 02:53:01,Slots,765.7,3828.5
1904,814,2024-11-08 07:35:00,Table Games,553.36,1106.72
1905,416,2024-07-21 03:07:48,Live Casino,310.13,0.0
1906,774,2024-11-18 03:10:08,Slots,25.01,0.0
1907,157,2025-04-04 04:23:07,Slots,425.08,425.08
1908,817,2024-11-21 17:18:13,Live Casino,969.72,0.0
1909,354,2024-12-26 06:25:02,Live Casino,18.83,0.0
1910,778,2024-12-12 00:35:27,Sports Betting,825.39,825.39
1911,770,2025-01-01 23:08:27,Slots,687.43,0.0
1912,645,2025-03-13 04:13:12,Sports Betting,362.94,1814.7
1913,423,2024-07-31 19:30:21,Sports Betting,721.09,1081.63
1914,161,2025-01-09 11:11:33,Sports Betting,652.94,3264.7
1915,207,2024-10-28 19:31:13,Live Casino,743.04,0.0
1916,970,2024-05-29 21:56:01,Sports Betting,767.85,0.0
1917,519,2024-08-27 02:12:05,Live Casino,307.01,0.0
1918,827,2024-10-14 21:51:52,Sports Betting,301.5,0.0
1919,930,2024-10-14 00:45:17,Table Games,382.65,0.0
1920,294,2025-03-11 12:20:28,Table Games,536.43,0.0
1921,650,2025-04-01 21:55:47,Table Games,819.04,0.0
1922,24,2024-06-23 13:28:26,Table Games,407.08,0.0
1923,426,2024-06-19 18:13:57,Slots,990.49,990.49
1924,259,2024-06-05 04:01:18,Table Games,-782.33,1564.66
1925,685,2024-10-13 00:07:52,Live Casino,764.36,1146.54
1926,221,2024-08-03 18:25:19,Table Games,270.16,405.24
1927,800,2025-04-06 19:10:16,Sports Betting,898.97,0.0
1928,250,2024-09-08 12:31:23,Live Casino,815.23,815.23
1929,813,2024-12-09 16:04:59,Sports Betting,930.73,0.0
1930,540,2025-03-17 21:05:58,Live Casino,303.66,0.0
1931,767,2024-07-14 17:32:57,Live Casino,109.41,0.0
1932,5,2025-01-11 21:27:56,Table Games,909.41,0.0
1933,768,2025-01-12 13:21:39,Live Casino,93.16,186.32
1934,290,2024-06-05 05:04:54,Table Games,615.97,0.0
1935,829,2025-03-21 10:16:29,Sports Betting,148.18,0.0
1936,27,2024-06-12 09:36:07,Live Casino,661.32,991.98
1937,373,2024-12-17 17:23:59,Slots,611.35,0.0
1938,891,2024-06-27 08:50:40,Sports Betting,469.14,703.71
1939,124,2025-03-29 06:25:13,Table Games,111.67,0.0
1940,227,2025-03-14 12:44:39,Table Games,242.6,363.9
1941,739,2024-07-15 10:54:16,Live Casino,831.74,0.0
1942,28,2025-02-26 03:06:16,Live Casino,775.69,1163.54
1943,614,2024-06-03 20:18:11,Slots,591.04,2955.2
1944,168,2025-01-17 07:33:32,Table Games,105.99,211.98
1945,364,2024-07-24 06:30:52,Table Games,591.48,0.0
1946,732,2024-09-11 08:13:38,Live Casino,757.44,0.0
1947,614,2025-03-30 22:38:31,Sports Betting,294.89,1474.45
1948,88,2025-01-04 08:41:30,Table Games,668.54,1002.81
1949,421,2024-06-25 00:32:38,Slots,195.52,195.52
1950,978,2025-02-08 05:57:36,Table Games,630.12,945.18
1951,719,2024-08-21 07:17:57,Sports Betting,967.79,0.0
1952,935,2025-02-21 06:06:35,Sports Betting,83.28,124.92
1953,784,2024-07-17 16:02:43,Slots,455.8,2279.0
1954,140,2025-03-22 05:49:26,Live Casino,-783.87,3919.35
1955,665,2024-04-11 22:50:24,Sports Betting,124.45,0.0
1956,113,2024-09-12 16:24:39,Sports Betting,83.99,0.0
1957,41,2024-04-29 05:33:19,Live Casino,164.13,328.26
1958,405,2024-10-15 16:28:13,Sports Betting,930.37,0.0
1959,249,2025-02-17 16:57:53,Sports Betting,570.49,0.0
1960,991,2024-09-14 15:53:22,Sports Betting,829.88,1244.82
1961,328,2024-05-09 02:42:38,Sports Betting,707.06,0.0
1962,44,2024-08-03 15:34:10,Table Games,258.27,258.27
1963,524,2024-04-22 15:02:41,Sports Betting,254.82,382.23
1964,925,2024-12-20 06:20:35,Live Casino,62.36,0.0
1965,782,2025-04-01 06:05:13,Live Casino,746.21,0.0
1966,271,2024-06-24 04:34:51,Live Casino,139.38,0.0
1967,200,2024-06-04 13:52:58,Slots,103.58,517.9
1968,601,2024-09-06 06:15:09,Table Games,305.62,0.0
1969,782,2025-03-05 03:57:27,Live Casino,220.76,0.0
1970,692,2025-03-17 05:26:07,Slots,116.48,0.0
1971,587,2024-05-09 12:47:49,Slots,796.9,0.0
1972,333,2024-07-03 04:43:21,Live Casino,-669.48,1338.96
1973,193,2024-07-24 11:22:08,Table Games,231.89,0.0
1974,293,2024-04-18 10:25:03,Sports Betting,161.58,0.0
1975,900,2024-09-07 13:59:48,Slots,906.1,4530.5
1976,562,2024-05-09 08:29:33,Slots,344.9,0.0
1977,764,2024-06-14 02:49:34,Table Games,128.87,0.0
1978,827,2024-08-27 12:51:27,Table Games,823.54,1235.31
1979,542,2024-08-20 18:16:12,Table Games,593.03,0.0
1980,407,2024-09-07 16:13:04,Slots,313.96,313.96
1981,794,2024-06-15 15:14:59,Slots,381.92,0.0
1982,246,2025-01-06 15:22:56,Slots,968.36,1936.72
1983,272,2024-08-10 13:05:57,Slots,585.82,585.82
1984,69,2024-07-11 19:32:44,Table Games,181.05,181.05
1985,635,2024-10-09 11:57:25,Table Games,66.97,0.0
1986,678,2024-08-27 15:01:17,Table Games,709.51,0.0
1987,368,2024-06-11 02:43:04,Live Casino,737.05,0.0
1988,868,2024-11-03 03:26:31,Sports Betting,714.4,0.0
1989,806,2024-10-06 14:16:45,Live Casino,382.11,382.11
1990,820,2025-01-21 08:13:59,Live Casino,138.69,208.03
1991,201,2024-09-13 23:16:21,Table Games,775.21,0.0
1992,262,2024-06-30 15:31:19,Live Casino,107.2,107.2
1993,15,2024-09-18 11:36:09,Table Games,507.74,1015.48
1994,755,2025-04-08 13:10:27,Sports Betting,100.77,100.77
1995,517,2024-12-01 02:28:00,Slots,715.02,3575.1
1996,847,2024-12-03 17:32:51,Slots,157.66,315.32
1997,114,2025-04-04 06:40:48,Sports Betting,595.93,1191.86
1998,715,2024-10-27 05:43:01,Live Casino,401.62,2008.1
1999,644,2025-01-25 07:39:07,Sports Betting,831.05,1246.57
2000,667,2025-01-30 12:49:28,Live Casino,486.93,0.0
2001,677,2025-03-17 22:00:18,Live Casino,230.7,230.7
2002,35,2024-06-13 05:18:48,Slots,150.77,301.54
2003,423,2024-12-02 01:27:26,Slots,807.59,1211.38
2004,315,2024-08-29 05:50:19,Sports Betting,459.26,459.26
2005,160,2024-08-25 16:56:39,Sports Betting,221.75,0.0
2006,509,2025-02-03 11:27:04,Table Games,684.87,0.0
2007,967,2025-01-24 09:16:24,Table Games,538.85,0.0
2008,193,2024-06-15 12:19:00,Table Games,256.26,256.26
2009,929,2024-09-20 12:56:40,Slots,241.73,362.59
2010,586,2024-04-09 22:30:03,Live Casino,68.99,0.0
2011,509,2024-07-29 11:41:03,Slots,839.04,4195.2
2012,748,2025-01-03 23:25:29,Sports Betting,23.99,35.98
2013,967,2024-05-16 04:31:02,Table Games,648.63,3243.15
2014,975,2024-12-13 18:37:10,Sports Betting,216.08,1080.4
2015,626,2024-09-18 18:11:35,Table Games,902.14,4510.7
2016,728,2024-10-27 11:33:42,Table Games,557.98,0.0
2017,125,2024-11-26 16:17:29,Slots,277.55,0.0
2018,111,2024-09-09 05:53:33,Sports Betting,269.87,0.0
2019,737,2024-04-22 00:04:06,Slots,81.36,406.8
2020,589,2025-02-06 12:21:54,Slots,17.63,0.0
2021,183,2024-11-14 23:52:04,Table Games,681.76,0.0
2022,732,2024-11-16 23:17:57,Live Casino,912.35,4561.75
2023,831,2024-09-09 23:37:15,Live Casino,743.0,1114.5
2024,478,2024-07-26 05:01:32,Slots,955.88,0.0
2025,381,2024-05-11 22:42:46,Live Casino,35.02,175.1
2026,874,2024-11-15 20:13:32,Table Games,459.16,459.16
2027,248,2025-02-02 05:52:13,Live Casino,814.87,814.87
2028,48,2024-09-02 19:29:50,Table Games,309.14,0.0
2029,686,2025-03-10 13:12:58,Sports Betting,989.6,1979.2
2030,365,2024-06-27 11:46:10,Live Casino,808.99,0.0
2031,764,2024-10-06 15:31:22,Live Casino,25.31,0.0
2032,614,2024-04-22 02:34:01,Sports Betting,466.66,0.0
2033,156,2024-07-17 13:25:31,Sports Betting,983.96,983.96
2034,519,2025-01-06 19:49:10,Table Games,804.56,0.0
2035,997,2024-10-14 00:41:33,Live Casino,572.89,0.0
2036,522,2025-01-11 17:43:49,Live Casino,84.57,422.85
2037,842,2025-04-05 15:52:45,Slots,839.76,1259.64
2038,499,2025-03-17 08:06:43,Slots,519.57,1039.14
2039,946,2024-11-11 05:26:30,Live Casino,487.5,0.0
2040,107,2024-10-07 16:16:32,Table Games,42.28,211.4
2041,681,2024-10-10 03:38:28,Live Casino,502.46,0.0
2042,109,2025-01-14 06:02:21,Live Casino,28.46,42.69
2043,473,2024-11-21 17:52:32,Table Games,81.36,81.36
2044,397,2024-05-06 07:06:52,Sports Betting,51.29,76.94
2045,557,2024-04-25 17:02:19,Slots,375.71,563.56
2046,258,2025-01-17 10:40:39,Live Casino,316.49,1582.45
2047,725,2024-12-11 02:43:19,Slots,-13.44,0.0
2048,728,2024-08-04 04:42:45,Live Casino,422.64,0.0
2049,740,2025-03-23 05:42:40,Table Games,824.25,824.25
2050,224,2024-09-21 12:37:28,Sports Betting,781.91,1172.87
2051,824,2024-09-04 01:20:58,Table Games,357.77,357.77
2052,847,2024-09-05 17:52:24,Sports Betting,346.04,1730.2
2053,35,2025-01-15 08:39:34,Sports Betting,127.06,635.3
2054,717,2024-07-20 19:13:05,Table Games,437.22,2186.1
2055,689,2024-10-26 20:32:07,Slots,-128.87,257.74
2056,58,2024-07-09 09:32:46,Table Games,665.88,0.0
2057,3,2024-08-03 09:15:09,Sports Betting,615.59,615.59
2058,375,2024-11-19 06:12:44,Live Casino,49.21,246.05
2059,887,2024-10-18 14:07:12,Table Games,41.08,0.0
2060,665,2025-03-17 20:25:11,Slots,893.29,4466.45
2061,388,2024-05-19 00:02:40,Sports Betting,137.71,275.42
2062,700,2024-04-16 01:56:29,Slots,143.96,0.0
2063,302,2024-09-10 05:50:43,Table Games,598.78,0.0
2064,452,2024-11-17 01:09:27,Table Games,566.02,1132.04
2065,954,2024-04-16 14:47:31,Slots,893.43,1786.86
2066,599,2024-09-03 09:31:40,Sports Betting,883.37,0.0
2067,227,2024-07-26 20:38:51,Sports Betting,642.53,0.0
2068,418,2024-11-04 15:42:44,Sports Betting,834.64,0.0
2069,583,2024-08-31 10:43:56,Live Casino,595.26,595.26
2070,85,2024-09-17 03:55:39,Sports Betting,907.04,4535.2
2071,22,2024-09-20 05:08:28,Table Games,257.05,1285.25
2072,297,2024-05-31 14:20:51,Live Casino,-605.86,0.0
2073,430,2024-09-24 20:42:22,Slots,147.65,738.25
2074,724,2024-09-17 03:01:03,Slots,721.72,1443.44
2075,743,2024-12-22 07:28:46,Sports Betting,349.13,0.0
2076,315,2025-01-28 19:37:51,Slots,648.16,648.16
2077,301,2025-03-20 03:37:58,Table Games,841.94,1683.88
2078,1,2024-11-13 16:48:10,Table Games,626.82,3134.1
2079,767,2024-08-18 22:38:43,Table Games,436.75,436.75
2080,697,2024-08-19 13:08:15,Live Casino,861.72,1292.58
2081,242,2024-04-26 01:31:41,Sports Betting,551.85,0.0
2082,676,2025-03-22 05:55:55,Table Games,770.65,0.0
2083,72,2024-04-10 00:19:13,Table Games,627.93,941.89
2084,43,2024-05-03 00:49:00,Live Casino,814.22,0.0
2085,870,2025-02-18 15:05:55,Table Games,751.62,1503.24
2086,254,2025-01-21 01:00:26,Sports Betting,442.07,2210.35
2087,635,2024-11-24 08:10:43,Live Casino,784.61,784.61
2088,674,2024-12-12 01:54:50,Table Games,543.16,0.0
2089,54,2025-03-23 13:18:55,Table Games,229.42,344.13
2090,155,2024-07-30 03:05:55,Live Casino,208.56,1042.8
2091,44,2024-07-01 18:03:38,Live Casino,69.79,0.0
2092,353,2025-02-14 18:00:44,Slots,61.03,305.15
2093,566,2024-10-17 23:33:32,Live Casino,794.1,0.0
2094,313,2024-04-30 11:01:39,Live Casino,410.02,820.04
2095,131,2025-01-25 05:43:15,Slots,182.8,365.6
2096,633,2025-02-14 21:11:07,Sports Betting,713.29,1069.93
2097,939,2024-08-16 18:14:45,Live Casino,385.45,770.9
2098,941,2024-10-12 23:45:56,Slots,853.39,0.0
2099,658,2025-01-26 23:23:02,Table Games,482.76,2413.8
2100,514,2025-02-10 16:35:38,Sports Betting,569.68,2848.4
2101,469,2025-03-31 20:45:05,Live Casino,998.78,0.0
2102,477,2024-12-14 15:46:17,Slots,111.45,167.18
2103,80,2025-02-17 14:52:55,Slots,602.72,3013.6
2104,103,2024-08-06 18:35:51,Sports Betting,165.76,0.0
2105,825,2024-10-18 02:18:10,Slots,207.52,207.52
2106,963,2024-07-19 15:46:56,Slots,153.57,230.35
2107,936,2025-01-22 21:23:47,Slots,237.68,0.0
2108,262,2025-01-15 18:15:34,Table Games,868.21,4341.05
2109,792,2024-12-26 17:37:04,Table Games,-27.19,135.95
2110,396,2024-08-22 16:04:02,Slots,156.5,0.0
2111,523,2024-08-09 01:36:50,Sports Betting,46.66,233.3
2112,192,2024-07-10 20:29:54,Sports Betting,97.73,488.65
2113,503,2024-04-18 17:20:32,Table Games,911.89,0.0
2114,104,2025-01-19 05:31:50,Table Games,713.5,3567.5
2115,168,2024-10-08 19:53:46,Slots,542.47,1084.94
2116,397,2024-09-13 19:22:12,Sports Betting,348.74,697.48
2117,734,2025-01-26 12:27:26,Slots,690.92,690.92
2118,62,2024-08-24 09:37:23,Live Casino,693.87,1040.81
2119,912,2024-05-19 07:49:02,Sports Betting,635.68,3178.4
2120,487,2024-09-08 20:29:05,Table Games,990.71,0.0
2121,840,2024-06-04 12:44:15,Sports Betting,184.74,0.0
2122,967,2025-03-07 10:18:45,Slots,474.77,0.0
2123,772,2024-12-20 06:14:42,Live Casino,512.84,0.0
2124,177,2024-08-13 00:55:12,Sports Betting,234.72,234.72
2125,736,2025-02-18 05:49:53,Sports Betting,794.3,0.0
2126,792,2024-09-15 02:02:34,Live Casino,658.07,0.0
2127,162,2024-07-01 07:42:43,Live Casino,554.95,0.0
2128,892,2024-12-04 12:46:07,Live Casino,345.7,345.7
2129,615,2024-08-22 03:44:40,Sports Betting,188.57,0.0
2130,428,2024-07-10 02:28:01,Slots,820.49,0.0
2131,937,2024-10-05 13:02:10,Live Casino,377.59,755.18
2132,686,2024-04-26 20:25:22,Table Games,124.07,0.0
2133,784,2025-02-19 16:21:49,Table Games,253.75,0.0
2134,853,2024-10-03 04:15:52,Live Casino,802.77,1204.15
2135,116,2024-06-23 06:42:57,Table Games,105.55,0.0
2136,423,2024-05-03 04:36:18,Table Games,123.52,617.6
2137,317,2024-05-03 07:40:42,Slots,721.85,0.0
2138,358,2024-07-25 16:16:49,Sports Betting,829.52,1244.28
2139,595,2024-11-03 14:10:51,Table Games,358.37,1791.85
2140,952,2024-12-18 18:55:48,Live Casino,116.69,0.0
2141,622,2024-07-07 06:27:00,Live Casino,634.69,0.0
2142,292,2024-06-21 12:10:24,Slots,848.44,848.44
2143,216,2024-07-14 05:00:23,Live Casino,81.37,406.85
2144,168,2025-02-23 13:19:30,Slots,595.41,0.0
2145,868,2024-08-23 13:36:29,Sports Betting,326.27,0.0
2146,837,2025-01-09 22:13:37,Live Casino,841.74,0.0
2147,686,2024-08-28 12:34:30,Live Casino,220.17,0.0
2148,909,2024-07-23 09:14:29,Slots,369.32,369.32
2149,654,2024-05-21 11:45:39,Live Casino,831.23,0.0
2150,306,2024-06-13 05:25:02,Live Casino,42.37,63.55
2151,183,2024-10-01 04:20:46,Live Casino,388.35,582.53
2152,733,2025-03-30 01:54:49,Sports Betting,993.2,0.0
2153,600,2025-02-23 03:11:18,Slots,851.12,0.0
2154,513,2024-09-21 03:56:19,Slots,581.7,872.55
2155,570,2024-07-03 00:26:34,Live Casino,443.71,0.0
2156,72,2024-11-30 21:35:07,Sports Betting,172.5,345.0
2157,427,2024-07-08 11:07:48,Slots,507.37,0.0
2158,978,2024-06-03 21:57:23,Table Games,238.14,0.0
2159,96,2024-05-04 23:13:28,Slots,153.16,765.8
2160,215,2024-09-14 17:45:36,Live Casino,55.47,0.0
2161,168,2024-11-17 22:39:59,Table Games,588.54,0.0
2162,466,2024-07-06 12:10:51,Live Casino,771.84,0.0
2163,601,2024-05-13 02:17:14,Sports Betting,339.89,1699.45
2164,638,2024-09-21 21:22:20,Live Casino,129.26,129.26
2165,565,2025-04-02 11:43:17,Table Games,321.95,0.0
2166,86,2024-07-17 08:34:47,Table Games,39.17,39.17
2167,641,2024-05-28 11:15:44,Slots,710.92,3554.6
2168,169,2024-06-23 19:39:16,Table Games,-394.07,1970.35
2169,5,2024-11-10 20:42:56,Table Games,331.35,662.7
2170,985,2025-02-08 11:57:42,Slots,477.37,716.06
2171,68,2024-05-06 16:43:01,Live Casino,282.55,282.55
2172,737,2024-11-29 03:09:33,Table Games,65.69,98.53
2173,581,2025-03-18 08:59:56,Sports Betting,306.6,613.2
2174,480,2025-02-18 20:22:06,Table Games,228.71,0.0
2175,551,2024-08-16 00:52:28,Sports Betting,358.69,0.0
2176,555,2025-02-19 18:37:00,Slots,763.01,0.0
2177,771,2024-10-10 18:30:42,Live Casino,206.61,0.0
2178,474,2025-01-08 04:14:50,Sports Betting,456.93,0.0
2179,779,2024-04-16 05:10:36,Live Casino,108.59,0.0
2180,862,2024-07-06 00:42:19,Slots,500.8,0.0
2181,142,2025-01-17 05:56:53,Table Games,943.18,0.0
2182,718,2024-10-30 11:08:27,Table Games,702.67,702.67
2183,561,2024-12-27 21:08:36,Table Games,161.93,0.0
2184,161,2024-05-23 02:24:44,Table Games,87.85,0.0
2185,711,2025-01-07 16:15:04,Slots,890.87,1781.74
2186,393,2024-12-19 00:15:29,Sports Betting,380.29,760.58
2187,640,2024-09-20 12:40:03,Slots,937.0,4685.0
2188,102,2024-10-03 04:32:47,Slots,541.19,2705.95
2189,471,2024-08-16 03:54:43,Live Casino,742.28,1113.42
2190,690,2024-08-18 19:55:17,Slots,675.64,675.64
2191,13,2024-10-25 04:58:25,Sports Betting,741.35,1482.7
2192,55,2025-04-06 23:03:02,Table Games,684.37,0.0
2193,440,2025-02-21 05:03:49,Table Games,177.31,177.31
2194,331,2024-04-09 16:19:28,Sports Betting,660.26,990.39
2195,646,2025-03-05 09:06:07,Table Games,436.49,872.98
2196,865,2025-01-18 07:43:39,Live Casino,37.59,0.0
2197,109,2024-06-01 08:55:37,Slots,502.45,2512.25
2198,987,2024-10-08 16:19:15,Live Casino,125.84,251.68
2199,489,2025-02-13 04:08:54,Live Casino,691.75,0.0
2200,261,2024-11-27 02:58:32,Sports Betting,312.63,625.26
2201,233,2024-11-19 09:49:12,Sports Betting,546.53,819.79
2202,404,2024-11-10 19:12:58,Table Games,-985.64,0.0
2203,309,2024-07-12 15:50:30,Live Casino,580.4,2902.0
2204,681,2025-04-04 08:28:18,Sports Betting,305.07,305.07
2205,462,2024-07-20 17:33:32,Table Games,53.32,53.32
2206,4,2024-08-31 16:55:46,Live Casino,826.46,1652.92
2207,729,2024-05-12 03:37:51,Live Casino,710.72,1421.44
2208,949,2024-10-27 19:09:45,Live Casino,48.72,243.6
2209,157,2024-05-31 19:20:15,Table Games,761.06,761.06
2210,919,2025-02-24 08:48:22,Sports Betting,976.84,1465.26
2211,664,2024-07-26 06:10:44,Sports Betting,903.3,1806.6
2212,798,2025-02-11 20:37:57,Live Casino,270.29,405.44
2213,373,2024-08-28 17:51:50,Slots,452.33,0.0
2214,224,2025-02-15 16:11:32,Table Games,110.53,165.8
2215,837,2024-07-28 21:56:01,Table Games,612.89,0.0
2216,333,2024-08-16 03:52:00,Slots,480.54,0.0
2217,155,2025-02-05 12:06:20,Sports Betting,220.6,330.9
2218,285,2025-02-08 13:44:47,Slots,907.22,0.0
2219,269,2024-11-04 17:59:26,Sports Betting,566.46,1132.92
2220,319,2025-01-09 14:35:33,Table Games,721.97,1082.95
2221,482,2024-10-21 21:23:25,Sports Betting,417.83,417.83
2222,277,2024-09-07 22:41:08,Live Casino,388.47,776.94
2223,912,2025-02-13 15:56:36,Live Casino,422.79,0.0
2224,492,2024-08-11 10:18:13,Slots,262.77,0.0
2225,775,2025-01-20 18:11:56,Slots,517.44,517.44
2226,14,2025-01-05 16:51:08,Table Games,296.03,0.0
2227,277,2024-05-04 06:12:58,Live Casino,572.33,858.5
2228,795,2025-03-17 23:07:54,Live Casino,347.6,1738.0
2229,391,2024-09-06 21:43:31,Sports Betting,650.56,3252.8
2230,100,2025-01-09 11:26:41,Sports Betting,32.09,0.0
2231,525,2024-04-17 19:12:14,Table Games,482.66,0.0
2232,78,2025-03-11 18:54:20,Slots,506.07,0.0
2233,784,2024-12-26 07:49:18,Live Casino,490.41,735.62
2234,328,2024-07-14 14:54:14,Table Games,969.4,0.0
2235,41,2024-08-05 23:53:33,Sports Betting,439.55,439.55
2236,781,2025-03-05 21:48:49,Slots,99.52,199.04
2237,4,2024-05-03 19:20:40,Slots,709.9,0.0
2238,971,2025-01-03 03:29:14,Sports Betting,927.9,1855.8
2239,734,2025-04-03 14:15:17,Live Casino,633.99,0.0
2240,937,2024-10-09 07:15:01,Table Games,62.48,62.48
2241,578,2024-10-06 13:51:24,Sports Betting,806.66,0.0
2242,585,2024-06-13 12:08:49,Sports Betting,653.9,1307.8
2243,748,2024-11-25 20:15:55,Sports Betting,282.2,0.0
2244,456,2024-08-23 22:54:54,Table Games,743.5,0.0
2245,49,2025-03-05 13:49:23,Sports Betting,319.17,0.0
2246,301,2024-05-19 03:39:58,Table Games,678.23,3391.15
2247,388,2024-04-17 18:40:57,Slots,183.54,183.54
2248,894,2024-04-15 21:57:57,Sports Betting,747.91,1495.82
2249,866,2024-11-30 16:18:45,Slots,637.11,0.0
2250,878,2024-06-18 08:03:37,Sports Betting,725.32,1450.64
2251,871,2024-11-15 08:30:21,Live Casino,681.85,681.85
2252,400,2024-06-22 13:25:01,Slots,330.86,0.0
2253,965,2024-12-24 03:12:03,Slots,45.53,227.65
2254,317,2024-07-20 08:37:16,Live Casino,468.67,468.67
2255,593,2024-06-19 11:58:56,Sports Betting,182.98,365.96
2256,230,2024-09-18 18:04:57,Sports Betting,422.08,0.0
2257,810,2024-09-24 15:56:46,Table Games,828.01,4140.05
2258,39,2024-09-05 04:47:26,Table Games,346.5,346.5
2259,511,2024-11-18 00:57:12,Table Games,67.76,338.8
2260,240,2024-06-18 16:27:36,Live Casino,655.64,3278.2
2261,183,2024-05-29 20:27:32,Sports Betting,234.13,351.19
2262,9,2025-03-06 23:06:20,Sports Betting,127.12,0.0
2263,800,2025-01-02 20:51:47,Live Casino,895.53,1791.06
2264,13,2025-03-24 00:40:14,Table Games,649.13,0.0
2265,875,2024-06-14 13:28:04,Table Games,375.01,562.51
2266,195,2025-01-20 03:46:16,Sports Betting,841.3,1682.6
2267,340,2024-11-01 18:18:37,Table Games,109.52,109.52
2268,986,2024-07-24 07:37:36,Sports Betting,921.86,0.0
2269,379,2024-10-05 23:36:43,Sports Betting,429.54,0.0
2270,28,2024-11-13 08:39:12,Table Games,197.84,989.2
2271,183,2024-10-07 13:26:09,Slots,363.75,727.5
2272,604,2024-04-29 20:22:38,Sports Betting,-810.49,1620.98
2273,139,2024-10-10 04:24:33,Live Casino,486.37,0.0
2274,283,2024-11-15 13:58:20,Table Games,23.21,34.81
2275,816,2025-02-10 16:25:31,Live Casino,646.04,0.0
2276,544,2025-01-24 09:05:32,Table Games,1.29,1.94
2277,900,2024-11-16 02:34:29,Slots,995.75,0.0
2278,657,2024-04-19 21:19:50,Slots,541.03,0.0
2279,104,2024-07-01 01:49:09,Slots,288.11,432.17
2280,378,2024-07-31 00:09:56,Live Casino,939.57,0.0
2281,310,2024-12-16 16:45:24,Sports Betting,357.8,715.6
2282,363,2024-08-08 06:05:05,Table Games,212.12,212.12
2283,601,2025-02-26 00:05:25,Slots,545.31,0.0
2284,34,2024-12-16 17:42:43,Slots,510.26,2551.3
2285,348,2024-11-06 15:08:31,Slots,294.08,0.0
2286,598,2024-12-23 18:13:34,Live Casino,263.18,263.18
2287,713,2024-08-07 13:33:28,Sports Betting,745.79,0.0
2288,349,2025-04-02 01:54:43,Slots,37.13,0.0
2289,292,2025-03-02 01:09:07,Live Casino,390.66,0.0
2290,358,2024-04-17 15:43:46,Sports Betting,295.23,0.0
2291,22,2024-05-30 08:37:47,Live Casino,494.17,741.25
2292,447,2024-05-27 23:38:48,Sports Betting,136.26,0.0
2293,572,2025-04-06 17:03:54,Sports Betting,254.87,0.0
2294,253,2024-12-02 19:43:19,Live Casino,979.48,0.0
2295,590,2025-01-19 14:15:27,Slots,95.48,95.48
2296,707,2024-04-29 12:47:05,Table Games,326.56,0.0
2297,358,2024-05-10 17:28:18,Live Casino,301.52,301.52
2298,925,2025-01-15 04:37:31,Sports Betting,628.39,942.59
2299,619,2024-08-03 08:13:00,Live Casino,455.61,0.0
2300,4,2025-04-04 21:54:50,Table Games,771.01,1542.02
2301,285,2024-08-06 06:36:55,Slots,338.63,0.0
2302,115,2024-10-04 03:03:55,Sports Betting,32.82,0.0
2303,708,2025-01-26 19:59:57,Live Casino,956.91,0.0
2304,875,2025-03-12 01:47:38,Sports Betting,876.63,0.0
2305,327,2024-12-20 01:53:49,Table Games,149.73,0.0
2306,708,2025-03-24 00:18:35,Slots,408.68,408.68
2307,153,2024-08-25 15:23:55,Live Casino,17.16,0.0
2308,122,2025-04-09 04:13:22,Table Games,459.86,0.0
2309,246,2025-03-25 22:16:43,Slots,562.12,2810.6
2310,725,2024-12-15 15:29:16,Sports Betting,535.67,1071.34
2311,258,2025-02-26 10:24:14,Sports Betting,611.48,611.48
2312,226,2024-12-27 22:11:31,Live Casino,596.79,596.79
2313,384,2024-04-16 12:04:24,Slots,792.33,0.0
2314,768,2024-05-25 00:43:54,Live Casino,580.75,2903.75
2315,152,2025-02-25 22:08:22,Table Games,323.75,323.75
2316,883,2025-03-03 20:01:40,Table Games,841.72,0.0
2317,78,2024-10-13 14:29:00,Sports Betting,876.63,0.0
2318,203,2024-04-15 06:00:12,Sports Betting,954.03,0.0
2319,236,2024-07-24 00:09:13,Sports Betting,435.19,435.19
2320,651,2024-08-31 16:59:15,Slots,254.09,0.0
2321,429,2024-12-04 11:43:13,Sports Betting,378.74,568.11
2322,177,2024-08-20 04:23:09,Slots,127.09,254.18
2323,744,2025-02-17 21:13:10,Live Casino,860.68,0.0
2324,723,2024-04-12 16:00:21,Sports Betting,951.93,1903.86
2325,553,2024-06-27 10:50:23,Table Games,998.9,4994.5
2326,152,2025-03-03 19:50:23,Sports Betting,226.14,1130.7
2327,963,2025-01-25 20:07:41,Sports Betting,388.1,0.0
2328,825,2025-01-23 09:10:49,Slots,267.8,0.0
2329,966,2024-10-24 12:54:36,Slots,843.84,1687.68
2330,14,2024-12-26 03:01:08,Live Casino,142.63,285.26
2331,880,2024-08-16 21:11:50,Slots,607.61,911.41
2332,443,2025-03-07 11:30:17,Sports Betting,687.73,3438.65
2333,582,2025-04-04 17:41:21,Live Casino,230.9,0.0
2334,611,2024-09-11 19:38:04,Slots,481.85,0.0
2335,88,2024-12-22 00:48:28,Table Games,805.73,0.0
2336,902,2024-08-26 02:28:52,Table Games,854.58,0.0
2337,322,2025-01-03 01:08:47,Live Casino,684.33,0.0
2338,584,2024-06-21 13:40:47,Table Games,51.65,258.25
2339,902,2024-04-20 06:56:11,Slots,396.17,396.17
2340,98,2024-09-15 11:35:34,Sports Betting,919.6,919.6
