session_id,player_id,game_id,session_start,session_end,bet_amount,win_amount
1990,836,6,2024-05-29 23:55:31,2024-05-30 01:20:31,541.98,0.0
1991,88,40,2024-04-11 07:28:27,2024-04-11 07:39:27,13.72,13.72
1992,37,16,2024-04-19 05:45:20,2024-04-19 07:25:20,518.86,778.29
1993,905,21,2024-05-17 17:38:04,2024-05-17 19:36:04,215.76,1078.8
1994,315,15,2024-06-17 02:30:48,2024-06-17 04:13:48,996.53,0.0
1995,8,10,2024-08-23 03:59:48,2024-08-23 05:14:48,367.72,551.58
1996,799,36,2025-02-15 22:34:43,2025-02-16 00:23:43,202.66,0.0
1997,958,34,2025-03-29 10:56:06,2025-03-29 11:31:06,753.63,753.63
1998,80,25,2025-02-09 17:40:36,2025-02-09 18:58:36,49.86,0.0
1999,126,3,2024-07-01 17:19:31,2024-07-01 18:04:31,434.35,0.0
2000,38,40,2024-10-11 11:41:01,2024-10-11 11:49:01,478.12,956.24
2001,288,43,2024-09-05 10:57:10,2024-09-05 12:05:10,879.39,879.39
2002,459,4,2025-01-12 06:54:47,2025-01-12 07:59:47,723.92,0.0
2003,160,27,2025-03-02 11:28:18,2025-03-02 11:49:18,288.81,288.81
2004,438,49,2024-06-21 15:05:38,2024-06-21 15:14:38,581.08,0.0
2005,872,36,2024-11-13 01:00:40,2024-11-13 02:03:40,349.24,523.86
2006,13,50,2025-03-21 23:07:05,2025-03-22 00:12:05,85.1,0.0
2007,22,37,2024-12-28 00:29:51,2024-12-28 01:26:51,655.0,0.0
2008,436,8,2024-11-30 12:50:10,2024-11-30 13:02:10,444.57,666.86
2009,99,44,2025-02-12 13:16:37,2025-02-12 14:34:37,920.6,0.0
2010,271,39,2024-12-09 14:15:20,2024-12-09 14:41:20,4.28,6.42
2011,709,37,2024-12-30 17:42:49,2024-12-30 19:31:49,121.71,0.0
2012,825,31,2024-04-26 07:01:58,2024-04-26 08:18:58,682.35,1023.53
2013,897,33,2024-09-17 00:59:21,2024-09-17 01:22:21,152.25,0.0
2014,199,43,2024-06-03 03:26:35,2024-06-03 05:25:35,938.8,938.8
2015,437,23,2024-05-18 12:04:14,2024-05-18 12:28:14,948.46,948.46
2016,664,14,2024-04-09 14:26:28,2024-04-09 14:37:28,598.49,598.49
2017,366,7,2025-01-12 11:45:34,2025-01-12 12:11:34,395.85,593.78
2018,387,19,2025-03-11 20:47:02,2025-03-11 22:24:02,518.51,518.51
2019,561,29,2025-03-22 12:26:30,2025-03-22 13:35:30,989.39,4946.95
2020,290,2,2024-12-02 21:59:11,2024-12-02 22:12:11,620.37,0.0
2021,992,10,2025-01-10 04:29:31,2025-01-10 05:43:31,821.12,0.0
2022,695,32,2024-04-19 08:13:55,2024-04-19 09:52:55,116.0,580.0
2023,701,27,2025-01-11 06:59:22,2025-01-11 08:28:22,647.88,647.88
2024,23,39,2025-03-14 15:29:33,2025-03-14 15:50:33,200.1,300.15
2025,914,39,2024-07-01 11:29:23,2024-07-01 12:28:23,728.92,0.0
2026,837,5,2024-07-12 12:48:06,2024-07-12 13:52:06,29.73,29.73
2027,163,19,2025-04-04 17:29:14,2025-04-04 17:45:14,96.01,0.0
2028,35,19,2024-11-09 00:01:35,2024-11-09 00:16:35,564.27,1128.54
2029,856,5,2025-01-25 07:04:55,2025-01-25 07:41:55,659.38,0.0
2030,534,24,2025-03-17 08:52:09,2025-03-17 09:02:09,892.89,1785.78
2031,850,43,2024-11-04 00:34:46,2024-11-04 01:58:46,787.32,3936.6
2032,652,27,2024-08-23 06:19:30,2024-08-23 07:56:30,813.41,1626.82
2033,573,39,2024-08-21 08:44:54,2024-08-21 09:19:54,4.06,8.12
2034,243,20,2024-12-02 03:14:15,2024-12-02 05:01:15,260.26,520.52
2035,959,23,2024-08-07 15:46:43,2024-08-07 16:58:43,606.48,0.0
2036,134,13,2024-05-01 15:32:52,2024-05-01 16:06:52,439.26,658.89
2037,454,45,2025-01-07 21:49:27,2025-01-07 23:03:27,670.67,0.0
2038,437,29,2025-03-02 05:46:59,2025-03-02 06:20:59,286.01,572.02
2039,245,35,2024-08-14 11:25:17,2024-08-14 13:12:17,557.92,0.0
2040,500,43,2024-10-16 16:11:03,2024-10-16 17:16:03,516.65,0.0
2041,698,50,2024-08-04 04:26:20,2024-08-04 04:59:20,519.49,0.0
2042,974,5,2025-03-22 12:08:53,2025-03-22 12:21:53,736.15,3680.75
2043,449,21,2024-07-17 11:01:30,2024-07-17 12:55:30,27.75,0.0
2044,956,4,2024-04-17 03:58:10,2024-04-17 05:12:10,503.06,503.06
2045,130,16,2024-12-03 20:58:17,2024-12-03 21:28:17,131.59,657.95
2046,296,1,2024-11-17 08:24:44,2024-11-17 09:34:44,522.43,0.0
2047,44,50,2025-03-20 00:21:27,2025-03-20 01:18:27,690.94,1381.88
2048,375,45,2024-06-27 08:32:34,2024-06-27 08:55:34,645.72,968.58
2049,768,11,2025-01-15 13:30:54,2025-01-15 14:18:54,626.2,939.3
2050,272,50,2024-12-03 23:36:41,2024-12-04 00:03:41,883.58,1767.16
2051,415,36,2024-10-10 23:29:20,2024-10-11 01:10:20,661.6,3308.0
2052,345,6,2025-03-27 04:24:02,2025-03-27 05:28:02,651.85,1303.7
2053,868,22,2025-01-14 20:38:08,2025-01-14 22:24:08,344.87,1724.35
2054,865,31,2024-11-24 04:54:48,2024-11-24 06:17:48,455.07,0.0
2055,546,49,2024-07-24 17:19:53,2024-07-24 18:59:53,306.54,0.0
2056,245,18,2024-08-19 15:48:17,2024-08-19 16:21:17,669.52,3347.6
2057,448,46,2024-12-09 03:35:29,2024-12-09 05:23:29,123.3,246.6
2058,975,18,2024-08-28 14:36:26,2024-08-28 15:37:26,469.95,0.0
2059,859,20,2024-06-24 22:07:57,2024-06-24 23:15:57,783.17,1174.75
2060,556,10,2025-02-04 04:32:58,2025-02-04 06:13:58,192.28,0.0
2061,255,27,2024-06-12 09:41:16,2024-06-12 10:32:16,893.07,4465.35
2062,461,44,2024-08-19 14:31:32,2024-08-19 14:53:32,489.04,2445.2
2063,709,27,2024-09-23 09:34:17,2024-09-23 10:38:17,681.72,681.72
2064,2,39,2024-06-10 09:49:04,2024-06-10 11:18:04,442.81,2214.05
2065,426,44,2024-04-11 19:07:17,2024-04-11 20:54:17,26.27,0.0
2066,807,11,2024-08-23 09:08:14,2024-08-23 10:28:14,456.73,0.0
2067,343,26,2024-04-22 08:30:36,2024-04-22 10:05:36,368.42,0.0
2068,952,39,2024-11-22 06:16:13,2024-11-22 06:23:13,381.71,0.0
2069,417,39,2025-02-18 15:38:57,2025-02-18 17:27:57,441.89,0.0
2070,599,18,2024-10-31 22:19:54,2024-11-01 00:19:54,601.37,3006.85
2071,520,2,2024-06-04 07:04:51,2024-06-04 07:59:51,928.57,4642.85
2072,905,48,2024-04-22 06:13:42,2024-04-22 07:23:42,115.93,173.9
2073,13,42,2024-11-18 09:25:38,2024-11-18 10:45:38,517.47,1034.94
2074,273,11,2024-04-30 23:02:21,2024-05-01 01:01:21,659.36,0.0
2075,458,32,2024-11-30 11:13:09,2024-11-30 12:21:09,689.99,0.0
2076,823,39,2025-03-28 08:53:20,2025-03-28 09:51:20,111.35,111.35
2077,452,27,2024-12-21 03:45:46,2024-12-21 05:39:46,66.09,99.14
2078,776,14,2024-04-19 11:03:13,2024-04-19 11:58:13,929.61,0.0
2079,65,11,2025-04-06 03:34:17,2025-04-06 04:46:17,45.08,67.62
2080,742,35,2024-08-05 06:12:35,2024-08-05 06:53:35,927.55,1391.32
2081,496,25,2024-05-16 15:21:15,2024-05-16 17:20:15,818.85,4094.25
2082,705,5,2025-03-30 18:01:01,2025-03-30 18:45:01,140.05,0.0
2083,440,9,2025-01-17 19:23:49,2025-01-17 21:23:49,666.08,666.08
2084,918,23,2024-08-24 18:31:50,2024-08-24 20:17:50,675.7,0.0
2085,193,28,2024-05-21 17:59:57,2024-05-21 19:31:57,198.93,0.0
2086,78,14,2024-11-05 17:08:39,2024-11-05 17:50:39,569.22,0.0
2087,312,48,2025-02-23 14:13:06,2025-02-23 16:13:06,66.73,0.0
2088,579,13,2024-12-11 08:30:23,2024-12-11 09:46:23,473.16,946.32
2089,819,48,2024-11-19 06:36:02,2024-11-19 08:10:02,834.97,1252.45
2090,802,46,2025-01-17 08:41:56,2025-01-17 10:07:56,585.35,585.35
2091,652,48,2024-09-07 12:41:54,2024-09-07 13:31:54,493.43,0.0
2092,311,28,2024-06-20 03:41:08,2024-06-20 04:46:08,446.76,670.14
2093,564,29,2024-09-17 09:49:07,2024-09-17 11:08:07,677.67,1355.34
2094,854,3,2024-05-24 14:15:03,2024-05-24 15:08:03,60.05,120.1
2095,971,13,2025-02-09 23:24:38,2025-02-10 01:24:38,929.95,4649.75
2096,265,1,2024-06-17 12:58:30,2024-06-17 13:05:30,417.92,0.0
2097,135,14,2024-06-21 16:55:35,2024-06-21 17:20:35,404.2,0.0
2098,599,42,2024-06-04 04:18:51,2024-06-04 05:19:51,428.55,0.0
2099,325,44,2024-06-09 17:24:00,2024-06-09 18:21:00,631.23,3156.15
2100,329,27,2024-12-02 21:00:00,2024-12-02 23:00:00,903.46,0.0
2101,649,47,2025-02-16 18:41:19,2025-02-16 19:48:19,789.78,0.0
2102,505,48,2024-10-08 07:55:45,2024-10-08 09:49:45,167.53,0.0
2103,999,11,2025-04-05 08:02:23,2025-04-05 09:34:23,51.99,0.0
2104,217,11,2024-11-03 04:46:11,2024-11-03 05:07:11,92.84,92.84
2105,976,43,2025-01-07 08:47:21,2025-01-07 09:07:21,292.35,438.53
2106,213,22,2024-10-08 01:08:50,2024-10-08 02:12:50,41.55,0.0
2107,493,28,2024-12-24 19:59:04,2024-12-24 21:53:04,292.61,292.61
2108,7,26,2024-11-03 15:18:51,2024-11-03 16:39:51,639.81,0.0
2109,777,20,2024-11-14 17:57:54,2024-11-14 19:17:54,669.86,0.0
2110,802,46,2024-07-28 09:56:40,2024-07-28 10:15:40,34.9,69.8
2111,32,19,2024-06-27 13:10:45,2024-06-27 14:01:45,508.97,2544.85
2112,632,7,2024-07-05 09:52:55,2024-07-05 10:35:55,587.08,1174.16
2113,956,22,2024-09-17 14:46:56,2024-09-17 14:56:56,504.49,504.49
2114,5,10,2024-04-23 20:35:10,2024-04-23 22:02:10,516.23,516.23
2115,673,6,2024-09-26 02:17:10,2024-09-26 03:42:10,441.95,0.0
2116,446,49,2024-05-02 17:03:04,2024-05-02 17:19:04,738.63,3693.15
2117,373,1,2024-05-21 11:27:40,2024-05-21 12:46:40,8.67,0.0
2118,656,30,2024-09-11 06:30:00,2024-09-11 07:52:00,556.83,0.0
2119,978,2,2024-12-03 17:27:18,2024-12-03 19:25:18,898.27,1347.4
2120,923,10,2024-11-09 17:26:06,2024-11-09 17:50:06,656.06,1312.12
2121,123,37,2024-10-13 21:17:59,2024-10-13 22:17:59,968.95,0.0
2122,844,17,2024-09-21 19:43:11,2024-09-21 21:00:11,780.85,0.0
2123,478,43,2024-09-29 10:18:58,2024-09-29 12:16:58,670.67,0.0
2124,500,50,2024-09-18 02:22:51,2024-09-18 03:12:51,422.21,844.42
2125,789,46,2025-02-28 20:10:29,2025-02-28 20:55:29,113.0,0.0
2126,791,39,2024-06-01 04:48:36,2024-06-01 06:09:36,310.69,1553.45
2127,146,38,2025-01-18 02:17:01,2025-01-18 03:58:01,316.66,633.32
2128,315,19,2024-09-28 14:48:35,2024-09-28 16:24:35,794.06,0.0
2129,776,19,2025-02-01 07:49:29,2025-02-01 08:48:29,718.44,1436.88
2130,653,45,2024-04-20 06:34:05,2024-04-20 07:53:05,706.0,1412.0
2131,198,12,2024-06-21 14:29:58,2024-06-21 14:44:58,337.63,506.44
2132,336,11,2024-05-20 06:12:11,2024-05-20 06:27:11,98.66,493.3
2133,229,47,2025-03-24 06:14:11,2025-03-24 07:12:11,580.76,0.0
2134,763,23,2024-07-21 16:09:45,2024-07-21 18:02:45,296.54,1482.7
2135,963,7,2024-11-25 13:41:05,2024-11-25 14:16:05,383.6,767.2
2136,812,36,2024-04-24 15:51:28,2024-04-24 17:17:28,679.76,0.0
2137,364,35,2024-12-13 20:09:47,2024-12-13 21:24:47,71.31,106.97
2138,414,31,2024-12-02 21:29:21,2024-12-02 23:29:21,139.7,0.0
2139,91,42,2024-11-27 13:15:46,2024-11-27 13:36:46,452.23,2261.15
2140,622,22,2024-05-30 19:31:25,2024-05-30 19:42:25,377.02,1885.1
2141,31,47,2025-02-09 23:44:15,2025-02-10 00:09:15,181.62,272.43
2142,800,19,2024-10-26 02:01:43,2024-10-26 03:55:43,24.01,36.02
2143,384,25,2025-01-10 23:30:02,2025-01-11 00:12:02,929.85,929.85
2144,595,37,2025-03-01 17:13:52,2025-03-01 17:46:52,913.87,0.0
2145,949,17,2024-10-27 14:34:40,2024-10-27 14:56:40,29.25,43.88
2146,761,49,2024-08-31 17:18:00,2024-08-31 19:02:00,514.53,1029.06
2147,344,26,2024-05-27 05:54:20,2024-05-27 06:04:20,328.23,0.0
2148,652,1,2025-04-08 19:25:16,2025-04-08 20:41:16,59.47,59.47
2149,992,3,2024-05-16 05:05:18,2024-05-16 07:01:18,508.32,0.0
2150,468,47,2024-12-18 01:12:35,2024-12-18 02:04:35,20.3,0.0
2151,991,10,2025-01-28 17:06:42,2025-01-28 18:40:42,713.73,1070.6
2152,531,4,2024-08-30 19:09:03,2024-08-30 19:16:03,482.5,0.0
2153,296,32,2024-12-26 22:12:47,2024-12-26 22:50:47,84.74,0.0
2154,637,35,2024-05-22 10:15:53,2024-05-22 12:13:53,206.68,206.68
2155,40,5,2024-08-05 10:20:29,2024-08-05 11:26:29,718.6,0.0
2156,721,32,2025-02-15 17:11:52,2025-02-15 18:26:52,719.43,0.0
2157,231,28,2024-08-22 10:43:47,2024-08-22 11:42:47,136.27,204.41
2158,884,23,2024-07-02 12:49:00,2024-07-02 14:07:00,966.26,1449.39
2159,321,24,2025-02-24 22:05:53,2025-02-24 22:54:53,660.36,0.0
2160,884,28,2025-03-19 07:09:51,2025-03-19 08:17:51,334.27,0.0
2161,314,38,2025-01-23 09:14:34,2025-01-23 10:08:34,473.44,0.0
2162,680,22,2024-10-30 20:49:38,2024-10-30 22:37:38,839.39,839.39
2163,435,12,2024-06-13 12:54:31,2024-06-13 13:44:31,639.87,639.87
2164,486,34,2025-03-07 01:31:43,2025-03-07 03:27:43,803.13,0.0
2165,710,45,2024-07-23 20:50:25,2024-07-23 22:43:25,714.63,0.0
2166,221,1,2024-12-14 12:36:52,2024-12-14 12:57:52,127.47,191.2
2167,953,47,2024-12-03 03:16:12,2024-12-03 03:27:12,409.45,0.0
2168,300,30,2024-09-21 05:20:24,2024-09-21 06:39:24,713.63,3568.15
2169,76,46,2024-07-04 15:01:11,2024-07-04 15:12:11,171.84,343.68
2170,151,14,2024-11-01 22:51:01,2024-11-02 00:49:01,761.06,0.0
2171,758,18,2024-09-12 08:50:11,2024-09-12 09:58:11,434.99,869.98
2172,892,19,2024-10-25 02:16:46,2024-10-25 03:32:46,408.62,0.0
2173,802,11,2024-06-11 19:00:34,2024-06-11 19:16:34,983.22,983.22
2174,872,30,2024-12-07 00:27:53,2024-12-07 01:44:53,345.95,691.9
2175,823,14,2024-06-27 07:21:31,2024-06-27 08:39:31,479.97,959.94
2176,682,46,2024-04-27 06:12:39,2024-04-27 07:12:39,601.56,601.56
2177,464,19,2024-07-05 15:15:45,2024-07-05 17:13:45,206.28,0.0
2178,455,35,2024-07-03 17:44:32,2024-07-03 19:06:32,766.62,1533.24
2179,734,16,2025-02-22 16:00:01,2025-02-22 17:50:01,149.0,0.0
2180,131,38,2024-06-16 17:02:45,2024-06-16 17:30:45,485.63,0.0
2181,403,29,2024-11-02 16:45:32,2024-11-02 18:31:32,466.01,0.0
2182,308,21,2024-05-13 21:39:01,2024-05-13 23:28:01,765.21,0.0
2183,12,45,2025-02-03 15:54:34,2025-02-03 17:14:34,736.97,0.0
2184,210,15,2025-02-20 17:07:48,2025-02-20 18:31:48,979.14,0.0
2185,928,5,2024-09-28 19:51:05,2024-09-28 20:51:05,369.77,1848.85
2186,83,5,2024-05-14 14:31:52,2024-05-14 15:10:52,996.41,0.0
2187,191,41,2025-03-23 06:06:36,2025-03-23 06:18:36,657.93,0.0
2188,101,37,2025-01-03 20:31:41,2025-01-03 22:31:41,104.3,0.0
2189,805,16,2024-09-04 07:47:29,2024-09-04 08:37:29,978.11,978.11
2190,56,25,2025-03-25 18:42:21,2025-03-25 19:45:21,354.0,0.0
2191,628,11,2024-11-22 14:17:39,2024-11-22 16:08:39,235.37,235.37
2192,818,22,2024-10-03 20:17:36,2024-10-03 21:23:36,454.09,2270.45
2193,82,36,2025-03-09 00:36:37,2025-03-09 01:57:37,912.91,912.91
2194,479,19,2024-07-22 11:07:56,2024-07-22 11:48:56,403.26,0.0
2195,847,6,2024-08-07 22:39:22,2024-08-07 22:52:22,884.46,884.46
2196,921,40,2024-05-12 06:17:44,2024-05-12 07:59:44,919.65,0.0
2197,534,35,2024-06-23 08:35:49,2024-06-23 10:26:49,828.32,4141.6
2198,300,18,2024-12-25 11:35:44,2024-12-25 12:05:44,574.92,0.0
2199,472,21,2025-03-07 23:39:10,2025-03-08 00:21:10,484.74,2423.7
2200,645,5,2024-11-24 08:59:09,2024-11-24 10:55:09,213.18,213.18
2201,97,4,2024-06-22 05:03:38,2024-06-22 07:03:38,750.38,0.0
2202,205,15,2024-04-24 05:42:27,2024-04-24 06:49:27,566.54,566.54
2203,93,18,2025-02-14 22:48:14,2025-02-14 23:58:14,983.67,4918.35
2204,844,17,2024-09-11 12:36:19,2024-09-11 14:05:19,198.63,397.26
2205,677,23,2024-11-08 17:01:16,2024-11-08 17:39:16,519.08,2595.4
2206,961,39,2024-11-01 02:35:36,2024-11-01 03:31:36,690.51,0.0
2207,458,17,2025-01-14 22:26:10,2025-01-14 23:36:10,966.54,0.0
2208,668,15,2024-10-17 10:20:31,2024-10-17 12:10:31,918.07,0.0
2209,5,36,2024-11-23 05:00:16,2024-11-23 05:15:16,938.7,0.0
2210,403,37,2024-05-17 07:26:25,2024-05-17 08:22:25,306.87,0.0
2211,888,14,2025-03-01 04:52:24,2025-03-01 05:04:24,992.37,992.37
2212,727,21,2024-09-12 21:24:59,2024-09-12 23:04:59,971.23,0.0
2213,880,35,2024-09-18 11:28:20,2024-09-18 12:45:20,129.3,646.5
2214,920,20,2025-03-11 15:02:58,2025-03-11 15:50:58,363.25,726.5
2215,119,35,2024-04-13 19:49:42,2024-04-13 21:17:42,203.42,406.84
2216,648,7,2024-10-07 20:50:06,2024-10-07 22:22:06,779.9,1559.8
2217,472,15,2024-05-27 01:07:48,2024-05-27 02:20:48,485.42,728.13
2218,718,48,2025-03-15 09:57:02,2025-03-15 10:50:02,638.97,958.46
2219,599,44,2024-08-06 10:30:21,2024-08-06 12:08:21,416.91,2084.55
2220,793,43,2025-03-30 03:46:53,2025-03-30 04:38:53,829.1,1658.2
2221,476,48,2024-08-03 07:58:04,2024-08-03 08:29:04,289.54,434.31
2222,386,4,2024-10-03 12:55:32,2024-10-03 14:37:32,883.61,0.0
2223,614,9,2024-10-05 01:47:48,2024-10-05 02:03:48,257.96,0.0
2224,260,26,2025-01-13 15:37:24,2025-01-13 16:32:24,109.86,109.86
2225,193,8,2024-06-05 05:00:39,2024-06-05 06:07:39,770.2,1155.3
2226,473,22,2025-02-27 16:12:34,2025-02-27 18:06:34,229.26,0.0
2227,666,48,2024-07-29 22:24:00,2024-07-30 00:17:00,539.41,0.0
2228,343,2,2024-07-09 10:49:53,2024-07-09 10:57:53,544.53,1089.06
2229,720,19,2024-11-22 19:47:08,2024-11-22 21:27:08,28.53,0.0
2230,722,2,2024-06-02 03:28:43,2024-06-02 04:30:43,378.18,0.0
2231,779,31,2024-04-19 00:43:48,2024-04-19 02:16:48,211.7,0.0
2232,396,7,2024-05-18 15:32:01,2024-05-18 15:40:01,75.98,75.98
2233,773,28,2024-08-11 11:37:02,2024-08-11 13:03:02,738.51,738.51
2234,270,19,2025-03-16 01:15:53,2025-03-16 03:03:53,882.23,1764.46
2235,43,10,2025-02-27 06:05:55,2025-02-27 07:56:55,389.7,389.7
2236,534,10,2024-08-26 20:27:19,2024-08-26 20:36:19,27.17,0.0
2237,279,6,2024-10-27 05:42:36,2024-10-27 07:26:36,875.78,875.78
2238,801,8,2024-07-01 21:06:09,2024-07-01 22:47:09,397.92,1989.6
2239,169,6,2024-06-20 09:12:45,2024-06-20 10:03:45,714.06,0.0
2240,952,23,2024-05-22 18:55:37,2024-05-22 19:42:37,865.26,4326.3
2241,75,31,2024-06-14 05:05:25,2024-06-14 06:21:25,138.62,138.62
2242,48,18,2024-06-10 01:09:54,2024-06-10 02:38:54,932.75,1399.12
2243,383,13,2024-05-06 09:24:29,2024-05-06 11:01:29,913.44,0.0
2244,146,7,2024-11-21 17:37:05,2024-11-21 18:47:05,608.91,1217.82
2245,122,22,2024-09-23 10:06:10,2024-09-23 11:35:10,400.17,2000.85
2246,147,47,2024-05-11 16:15:18,2024-05-11 17:08:18,71.91,0.0
2247,987,6,2024-09-25 08:26:19,2024-09-25 10:20:19,499.49,998.98
2248,630,17,2024-11-26 12:46:09,2024-11-26 13:43:09,401.73,401.73
2249,295,48,2024-08-29 10:56:16,2024-08-29 12:40:16,761.82,1142.73
2250,963,30,2024-07-03 02:16:41,2024-07-03 03:37:41,952.92,0.0
2251,314,49,2025-01-28 01:36:41,2025-01-28 02:20:41,490.81,2454.05
2252,43,5,2025-03-07 06:07:33,2025-03-07 06:29:33,537.44,2687.2
2253,169,10,2024-12-16 12:19:12,2024-12-16 12:41:12,193.11,965.55
2254,985,48,2024-06-24 01:34:31,2024-06-24 03:11:31,941.48,941.48
2255,269,7,2024-10-28 03:12:23,2024-10-28 04:43:23,700.98,0.0
2256,394,15,2024-07-27 17:07:29,2024-07-27 18:21:29,270.09,540.18
2257,926,24,2024-10-30 19:31:31,2024-10-30 20:25:31,418.76,0.0
2258,555,36,2024-08-18 05:40:24,2024-08-18 06:44:24,373.94,0.0
2259,52,7,2024-04-19 22:20:58,2024-04-19 22:28:58,777.48,0.0
2260,396,32,2025-03-06 03:32:45,2025-03-06 04:37:45,356.24,534.36
2261,6,48,2024-12-30 01:50:03,2024-12-30 02:17:03,302.58,0.0
2262,221,31,2024-11-06 14:28:18,2024-11-06 16:11:18,45.68,0.0
2263,642,29,2025-01-22 14:54:42,2025-01-22 16:47:42,898.41,0.0
2264,720,5,2025-02-28 04:10:10,2025-02-28 05:30:10,67.12,134.24
2265,887,30,2024-06-29 09:06:46,2024-06-29 10:45:46,829.39,0.0
2266,978,22,2024-11-03 01:22:07,2024-11-03 01:39:07,998.08,4990.4
2267,917,34,2024-06-24 17:22:12,2024-06-24 18:45:12,11.11,11.11
2268,678,22,2024-10-13 15:21:45,2024-10-13 16:09:45,489.68,979.36
2269,549,29,2024-07-29 00:41:06,2024-07-29 00:57:06,581.24,0.0
2270,926,8,2024-10-28 07:25:44,2024-10-28 08:33:44,220.91,0.0
2271,835,23,2024-06-09 15:58:33,2024-06-09 17:58:33,359.63,359.63
2272,259,37,2024-09-27 22:45:30,2024-09-27 23:31:30,249.36,374.04
2273,894,19,2024-07-05 22:07:41,2024-07-05 23:21:41,669.99,3349.95
2274,144,41,2024-11-16 09:04:22,2024-11-16 09:32:22,518.27,518.27
2275,125,30,2024-09-03 10:48:32,2024-09-03 11:37:32,204.3,0.0
2276,334,46,2025-02-25 00:50:51,2025-02-25 01:28:51,931.74,4658.7
2277,824,43,2024-11-22 20:26:50,2024-11-22 21:03:50,83.72,0.0
2278,214,42,2024-09-02 04:56:29,2024-09-02 05:49:29,340.43,0.0
2279,443,33,2024-05-22 20:38:24,2024-05-22 21:43:24,306.78,306.78
2280,389,30,2024-05-15 20:30:22,2024-05-15 22:16:22,207.01,0.0
2281,681,19,2024-09-03 14:55:52,2024-09-03 16:47:52,958.21,0.0
2282,359,19,2024-12-05 22:28:29,2024-12-05 22:42:29,685.82,0.0
2283,378,20,2025-01-02 09:39:34,2025-01-02 10:01:34,382.9,0.0
2284,856,19,2024-08-07 13:20:48,2024-08-07 14:04:48,710.09,0.0
2285,948,47,2024-05-16 22:48:14,2024-05-17 00:43:14,674.59,1349.18
2286,618,21,2024-05-07 01:40:17,2024-05-07 02:39:17,750.57,0.0
2287,985,31,2025-03-31 21:25:04,2025-03-31 23:16:04,911.49,0.0
2288,530,37,2024-05-25 03:34:50,2024-05-25 04:17:50,508.58,2542.9
2289,989,7,2024-08-25 23:49:35,2024-08-26 00:28:35,392.82,785.64
2290,578,49,2024-12-30 13:51:49,2024-12-30 13:57:49,967.29,0.0
2291,24,37,2025-03-03 08:51:37,2025-03-03 10:12:37,529.79,0.0
2292,774,24,2025-03-29 07:14:32,2025-03-29 07:36:32,828.12,1656.24
2293,84,31,2024-04-25 03:38:50,2024-04-25 03:48:50,353.01,0.0
2294,193,33,2024-07-31 09:14:16,2024-07-31 09:39:16,927.24,1854.48
2295,113,18,2024-05-03 23:48:29,2024-05-04 00:53:29,231.91,0.0
2296,379,24,2024-07-18 12:49:19,2024-07-18 13:07:19,538.27,2691.35
2297,908,28,2025-01-25 05:28:01,2025-01-25 06:09:01,187.81,281.72
2298,836,14,2025-02-10 11:46:50,2025-02-10 11:56:50,253.61,253.61
2299,176,4,2025-02-25 01:14:31,2025-02-25 02:48:31,667.11,0.0
2300,669,9,2024-04-21 19:06:02,2024-04-21 19:42:02,856.61,856.61
2301,728,46,2025-01-10 13:32:48,2025-01-10 14:52:48,102.09,204.18
2302,416,30,2024-12-21 19:04:08,2024-12-21 19:35:08,186.02,186.02
2303,436,24,2024-09-05 19:54:37,2024-09-05 21:01:37,85.37,0.0
2304,14,21,2024-09-02 22:41:15,2024-09-03 00:12:15,873.49,0.0
2305,288,7,2024-04-29 05:50:53,2024-04-29 07:03:53,875.35,0.0
2306,930,2,2024-12-12 02:23:31,2024-12-12 03:13:31,772.2,1158.3
2307,668,25,2025-01-03 21:38:08,2025-01-03 23:19:08,882.64,882.64
2308,567,39,2025-03-30 19:14:19,2025-03-30 21:14:19,966.79,1933.58
2309,558,28,2024-12-26 22:56:20,2024-12-27 00:37:20,186.37,186.37
2310,648,34,2024-11-18 10:09:35,2024-11-18 11:33:35,917.39,1834.78
2311,907,29,2025-04-03 15:11:06,2025-04-03 15:24:06,168.96,168.96
2312,329,22,2024-07-26 23:47:09,2024-07-27 00:32:09,859.83,859.83
2313,793,45,2024-05-14 11:29:16,2024-05-14 12:22:16,377.28,1886.4
2314,329,25,2025-01-12 17:53:59,2025-01-12 18:48:59,364.21,728.42
2315,838,13,2024-11-19 14:05:49,2024-11-19 15:13:49,784.06,784.06
2316,372,16,2025-01-06 00:07:12,2025-01-06 01:15:12,95.09,0.0
2317,609,42,2025-01-31 01:10:00,2025-01-31 02:33:00,242.82,485.64
2318,445,13,2025-01-22 00:35:01,2025-01-22 02:19:01,207.59,0.0
2319,624,45,2024-11-12 01:43:19,2024-11-12 03:27:19,667.9,0.0
2320,22,17,2024-06-03 06:19:24,2024-06-03 06:42:24,398.19,1990.95
2321,236,49,2024-04-15 18:10:05,2024-04-15 19:54:05,690.05,690.05
2322,911,14,2024-10-11 10:03:58,2024-10-11 10:42:58,452.44,0.0
2323,531,40,2024-04-30 10:39:46,2024-04-30 12:10:46,74.21,0.0
2324,128,40,2024-09-07 13:23:27,2024-09-07 13:59:27,431.54,431.54
2325,4,32,2024-08-15 01:16:57,2024-08-15 03:11:57,682.01,1023.01
2326,275,16,2024-09-10 16:07:23,2024-09-10 17:09:23,646.4,0.0
2327,448,40,2024-10-30 13:48:10,2024-10-30 14:52:10,296.75,0.0
